"geonameid","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","mon","chn","mon_grams","chn_grams","mon_sel","chn_sel","class"
8443783,"Nantun Xiang Nongyedian","nantun xiang nongyedian","Nantun Xiang Nongyedian,nan tun xiang nong ye dian,南屯乡农业点",49.0968,119.7865,"P","PPL",FALSE,TRUE,16,20,2,6,"Chinese"
8443784,"Halage","halage","Halage,ha la ge,哈拉格",49.02658,120.36265,"P","PPL",FALSE,FALSE,5,4,1,0,"Mongolian"
8443785,"Menggen Nuori","menggen nuori","Menggen Nuori,meng gen nuo ri,蒙根诺日",48.37785,119.86955,"P","PPL",FALSE,TRUE,10,11,1,2,"Chinese"
8443786,"Xigazhu Erzha Laga Jijing","xigazhu erzha laga jijing","Xigazhu Erzha Laga Jijing,xi ga zhu er zha la ga ji jing,西嘎珠尔扎拉嘎机井",48.53791,119.33604,"P","PPL",TRUE,TRUE,21,25,2,6,"Chinese"
8443787,"Jiuqiao","jiuqiao","Jiuqiao,jiu qiao,旧桥",48.08532,119.5161,"P","PPL",FALSE,TRUE,1,6,0,5,"Chinese"
8443788,"Yaduo’er","yaduo'er","Yaduo'er,Yaduo’er,ya duo er,牙多尔",47.9489,120.58657,"P","PPL",FALSE,TRUE,3,4,2,3,"Chinese"
8443789,"Weina Arishan","weina arishan","Weina Arishan,wei na a ri shan,维纳阿日善",48.43644,120.56368,"P","PPL",FALSE,FALSE,11,11,1,1,"Tie"
8443790,"Shenglidui Dongjiandi","shenglidui dongjiandi","Shenglidui Dongjiandi,sheng li dui dong jian de,胜利队冬菅地",49.09001,120.0029,"P","PPL",FALSE,TRUE,17,19,3,5,"Chinese"
8443791,"Dayan Zhiqingdui","dayan zhiqingdui","Dayan Zhiqingdui,da yan zhi qing dui,大雁知青队",49.20272,120.57737,"P","PPLF",FALSE,TRUE,11,15,1,5,"Chinese"
8443792,"Dongxiaokuang","dongxiaokuang","Dongxiaokuang,dong xiao kuang,东小矿",48.54927,119.72876,"P","PPL",FALSE,TRUE,8,12,0,4,"Chinese"
8443793,"Haolibao Gacha","haolibao gacha","Haolibao Gacha,hao li bao ga cha,浩力保嘎查",48.90709,119.43517,"P","PPL",FALSE,FALSE,9,11,0,2,"Chinese"
8443794,"Xixiaokuang","xixiaokuang","Xixiaokuang,xi xiao kuang,西小矿",48.55185,119.70209,"P","PPL",FALSE,TRUE,6,10,0,4,"Chinese"
8443795,"Deri Situ","deri situ","Deri Situ,de ri si tu,德日斯图",48.99455,119.67835,"P","PPL",FALSE,FALSE,8,7,1,0,"Mongolian"
8443796,"Baiyin Hushuo Gacha","baiyin hushuo gacha","Baiyin Hushuo Gacha,bai yin hu shuo ga cha,白音呼硕嘎查",48.86781,119.62564,"P","PPL",FALSE,FALSE,17,17,1,1,"Tie"
8443797,"Wulantuge Gacha","wulantuge gacha","Wulantuge Gacha,wu lan tu ge ga cha,乌兰图格嘎查",48.72803,119.01564,"P","PPL",FALSE,FALSE,14,13,1,0,"Mongolian"
8443798,"Hanwula","hanwula","Hanwula,han wu la,罕乌拉",48.85373,120.35626,"P","PPL",FALSE,FALSE,5,5,0,0,"Tie"
8443799,"Zhagede Mudan","zhagede mudan","Zhagede Mudan,zha ge de mu dan,扎格得木丹",49.0308,120.56362,"P","PPL",FALSE,FALSE,11,11,1,1,"Tie"
8443800,"Shenglidui Dongyingdi","shenglidui dongyingdi","Shenglidui Dongyingdi,sheng li dui dong ying de,胜利队冬营地",49.04193,119.77081,"P","PPL",FALSE,TRUE,17,18,3,4,"Chinese"
8443801,"Matikeng Gacha","matikeng gacha","Matikeng Gacha,ma ti keng ga cha,马蹄坑嘎查",49.10878,119.85991,"P","PPL",FALSE,FALSE,12,14,1,3,"Chinese"
8443802,"Hanwula Gacha","hanwula gacha","Hanwula Gacha,han wu la ga cha,瀚乌拉嘎查",48.86816,120.41643,"P","PPL",FALSE,FALSE,11,11,0,0,"Tie"
8443803,"Bayan Hushu Zhusilang","bayan hushu zhusilang","Bayan Hushu Zhusilang,ba yan hu shu zhu si lang,巴彦呼舒珠斯郎",48.9153,119.80256,"P","PPL",FALSE,FALSE,18,20,0,2,"Chinese"
8443804,"Huahu Mudu Guilang","huahu mudu guilang","Huahu Mudu Guilang,hua hu mu dou gui lang,花胡木都贵郎",48.837,119.70297,"P","PPL",FALSE,TRUE,14,17,1,4,"Chinese"
8443805,"Aoyi Mugou","aoyi mugou","Aoyi Mugou,ao yi mu gou,敖伊木沟",48.49067,119.67653,"P","PPL",FALSE,FALSE,6,8,0,2,"Chinese"
8443806,"Sandaoliang","sandaoliang","Sandaoliang,san dao liang,三道梁",48.61073,119.36702,"P","PPL",FALSE,FALSE,8,9,0,1,"Chinese"
8443807,"Honghua Erji Gacha","honghua erji gacha","Honghua Erji Gacha,hong hua er ji ga cha,红花尔基嘎查",48.308,119.91406,"P","PPL",FALSE,FALSE,15,17,1,3,"Chinese"
8443808,"Yigongdui","yigongdui","Yigongdui,yi gong dui,一工队",48.38282,121.11817,"P","PPLF",FALSE,TRUE,5,7,1,3,"Chinese"
8443809,"Yexiaoli Waizhan","yexiaoli waizhan","Yexiaoli Waizhan,ye xiao li wai zhan,夜宵里外站",48.42059,120.4007,"P","PPL",FALSE,TRUE,11,15,1,5,"Chinese"
8443810,"Yihe Bulang Weidian","yihe bulang weidian","Yihe Bulang Weidian,yi he bu lang wei dian,伊和布郎苇点",48.74687,119.03244,"P","PPL",FALSE,TRUE,15,16,1,2,"Chinese"
8443811,"Xintubu","xintubu","Xintubu,xin tu bu,新吐布",48.39677,119.77302,"P","PPL",FALSE,FALSE,4,6,0,2,"Chinese"
8443812,"Bayan Nawen Gacha","bayan nawen gacha","Bayan Nawen Gacha,ba yan na wen ga cha,巴彦纳文嘎查",48.98082,119.72509,"P","PPL",FALSE,TRUE,14,15,1,2,"Chinese"
8443813,"Tuanjie Gacha","tuanjie gacha","Tuanjie Gacha,tuan jie ga cha,团结嘎查",49.06894,119.7744,"P","PPL",FALSE,TRUE,9,12,1,4,"Chinese"
8443814,"Nangonghui","nangonghui","Nangonghui,nan gong hui,南工会",48.98306,120.56334,"P","PPL",FALSE,FALSE,8,8,0,0,"Tie"
8443815,"Maidelin Daobu","maidelin daobu","Maidelin Daobu,mai de lin dao bu,迈德林道布",48.94507,119.7421,"P","PPL",FALSE,TRUE,10,13,1,4,"Chinese"
8443816,"Dayan Kuangqu","dayan kuangqu","Dayan Kuangqu,da yan kuang qu,大雁矿区",49.24163,120.5688,"P","PPL",FALSE,TRUE,8,13,0,5,"Chinese"
8443817,"Bayin Tala Dahan’er Minzu","bayin tala dahan'er minzu","Bayin Tala Dahan'er Minzu,Bayin Tala Dahan'er Minzu Xiang,Bayin Tala Dahan’er Minzu,Bayin Tala Dahan’er Minzu Xiang,ba yin ta la da han er min zu,ba yin ta la da han er min zu xiang,巴音塔拉达翰尔民族,巴音塔拉达翰尔民族乡",49.01639,119.72637,"P","PPLA4",FALSE,FALSE,21,21,1,1,"Tie"
8443818,"A’ershan Nuo’er Sumu","a'ershan nuo'er sumu","A'ershan Nuo'er Sumu,A’ershan Nuo’er Sumu,a er shan nuo er su mu,阿尔山诺尔苏木",48.5518,118.94239,"P","PPL",FALSE,FALSE,14,13,1,0,"Mongolian"
8443819,"Honghua’erji","honghua'erji","Honghua'erji,Honghua'erji Zhen,Honghua’erji,Honghua’erji Zhen,hong hua er ji,hong hua er ji zhen,红花尔基,红花尔基镇",48.2708,119.97994,"P","PPLA4",FALSE,TRUE,7,8,1,2,"Chinese"
8443820,"Menggenchulu","menggenchulu","Menggenchulu,meng gen chu lu,孟根楚鲁",48.79492,119.8132,"P","PPL",FALSE,TRUE,11,10,2,1,"Mongolian"
8443821,"Huisumu","huisumu","Huisumu,hui su mu,辉苏木",48.3709,119.16707,"P","PPL",FALSE,FALSE,5,5,0,0,"Tie"
8443822,"Xini Hexi Sumu","xini hexi sumu","Xini Hexi Sumu,xi ni he xi su mu,锡尼河西苏木",48.93989,119.78002,"P","PPL",FALSE,TRUE,9,14,1,6,"Chinese"
8443823,"Xini Hedong Sumu","xini hedong sumu","Xini Hedong Sumu,xi ni he dong su mu,锡尼河东苏木",48.85149,120.27996,"P","PPL",FALSE,FALSE,14,16,1,3,"Chinese"
8443824,"Yiminhe","yiminhe","Yiminhe,Yiminhe Zhen,yi min he,yi min he zhen,伊敏河,伊敏河镇",48.58669,119.77317,"P","PPLA4",FALSE,FALSE,5,5,1,1,"Tie"
8443825,"Bayin Cuogang Sumu","bayin cuogang sumu","Bayin Cuogang Sumu,ba yin cuo gang su mu,巴音磋岗苏木",49.08888,120.36128,"P","PPL",FALSE,FALSE,14,16,0,2,"Chinese"
8444129,"Ershiba Gongli","ershiba gongli","Ershiba Gongli,er shi ba gong li,二十八公里",50.92752,121.80375,"P","PPL",FALSE,FALSE,12,12,1,1,"Tie"
8444130,"Chaocha","chaocha","Chaocha,chao cha,潮查",50.8547,121.4903,"P","PPL",FALSE,FALSE,4,4,0,0,"Tie"
8444131,"Ershiliu Gongli","ershiliu gongli","Ershiliu Gongli,er shi liu gong li,二十六公里",50.75537,121.19404,"P","PPL",FALSE,FALSE,13,13,1,1,"Tie"
8444132,"Shigongli","shigongli","Shigongli,shi gong li,十公里",50.94717,121.00702,"P","PPL",FALSE,FALSE,6,7,0,1,"Chinese"
8444133,"Hekou","hekou","Hekou,he kou,河口",51.71433,121.9606,"P","PPL",FALSE,FALSE,4,3,1,0,"Mongolian"
8444134,"Wangshan","wangshan","Wangshan,wang shan,望山",51.6041,121.77782,"P","PPL",FALSE,FALSE,6,6,0,0,"Tie"
8444150,"Qingnianling","qingnianling","Qingnianling,qing nian ling,青年岭",51.01315,121.09723,"P","PPL",FALSE,FALSE,9,9,0,0,"Tie"
8444151,"Erbu’er","erbu'er","Erbu'er,Erbu’er,er bu er,尔布尔",50.9074,120.94451,"P","PPL",FALSE,FALSE,3,2,1,0,"Mongolian"
8444152,"Liushi’er Gongli","liushi'er gongli","Liushi'er Gongli,Liushi’er Gongli,liu shi er gong li,六十二公里",51.00286,122.18936,"P","PPL",FALSE,FALSE,10,11,1,2,"Chinese"
8444153,"Shangyang Geqi","shangyang geqi","Shangyang Geqi,shang yang ge qi,上央格气",51.03972,121.6299,"P","PPL",FALSE,TRUE,10,12,1,3,"Chinese"
8444154,"Erzhixian Yidianwu Gongli","erzhixian yidianwu gongli","Erzhixian Yidianwu Gongli,er zhi xian yi dian wu gong li,二支线一点五公里",51.55628,122.01169,"P","PPL",FALSE,TRUE,15,22,1,8,"Chinese"
8444155,"Dingzihe","dingzihe","Dingzihe,ding zi he,丁字河",51.01073,120.47809,"P","PPL",FALSE,TRUE,3,6,1,4,"Chinese"
8444156,"Lengbulu","lengbulu","Lengbulu,leng bu lu,冷布露",50.90412,121.23273,"P","PPL",FALSE,FALSE,7,6,2,1,"Mongolian"
8444157,"Hada","hada","Hada,ha da,哈达",50.6774,121.51098,"P","PPL",FALSE,FALSE,2,2,0,0,"Tie"
8444158,"Chaoyuan","chaoyuan","Chaoyuan,chao yuan,潮源",50.97739,121.32691,"P","PPL",FALSE,TRUE,5,6,0,1,"Chinese"
8444159,"Shiliu Gongli","shiliu gongli","Shiliu Gongli,shi liu gong li,十六公里",50.69122,121.27954,"P","PPL",FALSE,FALSE,10,11,0,1,"Chinese"
8444160,"Shisi Gongli","shisi gongli","Shisi Gongli,shi si gong li,十四公里",51.03599,121.71918,"P","PPL",FALSE,FALSE,9,10,0,1,"Chinese"
8444161,"Baimakan","baimakan","Baimakan,bai ma kan,白马坎",52.06203,122.07574,"P","PPL",FALSE,TRUE,4,7,0,3,"Chinese"
8444162,"Shi’er Gongli","shi'er gongli","Shi'er Gongli,Shi’er Gongli,shi er gong li,十二公里",50.6597,121.35892,"P","PPL",FALSE,FALSE,8,8,1,1,"Tie"
8444163,"Lianpaogou","lianpaogou","Lianpaogou,lian pao gou,连泡沟",50.42204,120.61704,"P","PPL",FALSE,FALSE,6,8,0,2,"Chinese"
8444164,"Huihe","huihe","Huihe,hui he,会河",51.03444,121.75478,"P","PPL",FALSE,FALSE,4,3,1,0,"Mongolian"
8444165,"Erdui","erdui","Erdui,er dui,二队",51.92461,122.00834,"P","PPLF",FALSE,TRUE,4,3,2,1,"Mongolian"
8444166,"Shachang","shachang","Shachang,sha chang,沙场",51.71631,121.86887,"P","PPL",FALSE,FALSE,6,6,0,0,"Tie"
8444167,"Kengaili","kengaili","Kengaili,ken gai li,肯盖里",50.80637,121.20285,"P","PPL",FALSE,FALSE,7,7,1,1,"Tie"
8444168,"Ershiyi Gongli","ershiyi gongli","Ershiyi Gongli,er shi yi gong li,二十一公里",50.7241,121.22829,"P","PPL",FALSE,FALSE,12,12,1,1,"Tie"
8444169,"Sandaoqiao","sandaoqiao","Sandaoqiao,san dao qiao,三道桥",50.85307,120.82437,"P","PPL",FALSE,TRUE,4,8,0,4,"Chinese"
8444170,"Shiba Gongli","shiba gongli","Shiba Gongli,shi ba gong li,十八公里",51.65557,122.36186,"P","PPL",FALSE,FALSE,9,10,0,1,"Chinese"
8444171,"Jingling","jingling","Jingling,jing ling,静岭",51.03334,121.28492,"P","PPL",FALSE,FALSE,4,6,0,2,"Chinese"
8444172,"Zhuludui","zhuludui","Zhuludui,zhu lu dui,筑路队",51.96836,122.08572,"P","PPLF",FALSE,TRUE,6,6,2,2,"Tie"
8444173,"Fengling","fengling","Fengling,feng ling,丰岭",50.93698,121.13484,"P","PPL",FALSE,FALSE,6,6,1,1,"Tie"
8444174,"Shijiu Gongli","shijiu gongli","Shijiu Gongli,shi jiu gong li,十九公里",50.62789,121.28059,"P","PPL",FALSE,FALSE,9,12,0,3,"Chinese"
8444175,"Guzimiao","guzimiao","Guzimiao,gu zi miao,姑子庙",50.4192,120.72059,"P","PPL",FALSE,TRUE,3,6,0,3,"Chinese"
8444176,"Yilingqi Xiaogongdui","yilingqi xiaogongdui","Yilingqi Xiaogongdui,yi ling qi xiao gong dui,一零七小工队",50.90556,122.21835,"P","PPLF",FALSE,TRUE,10,19,1,10,"Chinese"
8444177,"Sanchahe","sanchahe","Sanchahe,san cha he,三岔河",50.96188,121.82727,"P","PPL",FALSE,FALSE,7,7,1,1,"Tie"
8444178,"Yilete","yilete","Yilete,yi lei te,伊勒特",50.88223,121.18414,"P","PPL",FALSE,FALSE,5,4,2,1,"Mongolian"
8444179,"Erdao Hezi","erdao hezi","Erdao Hezi,er dao he zi,二道河子",50.77382,120.76308,"P","PPL",FALSE,TRUE,5,8,1,4,"Chinese"
8444180,"Sishi Gongli","sishi gongli","Sishi Gongli,si shi gong li,四十公里",50.67998,121.06298,"P","PPL",FALSE,FALSE,8,10,0,2,"Chinese"
8444181,"Haolibao","haolibao","Haolibao,Haolibao Zhen,hao li bao,hao li bao zhen,好力堡,好力堡镇",50.73518,121.46954,"P","PPLA4",FALSE,FALSE,4,6,0,2,"Chinese"
8444443,"Shishuinichang Qianniaodian","shishuinichang qianniaodian","Shishuinichang Qianniaodian,shi shui ni chang qing nian dian,市水泥厂青年点",49.20497,120.0982,"P","PPL",FALSE,TRUE,19,24,0,5,"Chinese"
8444444,"Zhaluomude","zhaluomude","Zhaluomude,zha luo mu de,扎罗木得",49.21844,120.41491,"P","PPL",FALSE,FALSE,9,8,2,1,"Mongolian"
8444445,"Tuanjie Yicun","tuanjie yicun","Tuanjie Yicun,tuan jie yi cun,团结一村",49.21787,120.07601,"P","PPL",FALSE,TRUE,6,12,1,7,"Chinese"
8444446,"Youhao Sandui Nongyedian","youhao sandui nongyedian","Youhao Sandui Nongyedian,you hao san dui nong ye dian,友好三队农业点",49.16442,119.83051,"P","PPL",FALSE,TRUE,18,20,3,5,"Chinese"
8444447,"Xiha","xiha","Xiha,xi ha,西哈",49.1908,119.99652,"P","PPL",FALSE,FALSE,1,3,0,2,"Chinese"
8444448,"Guangmingdui Nongyedian","guangmingdui nongyedian","Guangmingdui Nongyedian,guang ming dui nong ye dian,光明队农业点",49.18494,119.93136,"P","PPL",FALSE,TRUE,16,20,3,7,"Chinese"
8444449,"Shishengli Sidui","shishengli sidui","Shishengli Sidui,shi sheng li si dui,市胜利四队",49.15408,119.9085,"P","PPLF",FALSE,TRUE,13,14,2,3,"Chinese"
8444450,"Youlian","youlian","Youlian,you lian,友联",49.1548,119.77801,"P","PPL",FALSE,FALSE,4,5,0,1,"Chinese"
8444451,"Shengli","shengli","Shengli,sheng li,胜利",49.21588,119.75959,"P","PPL",FALSE,FALSE,5,5,1,1,"Tie"
8444452,"Fuqiang","fuqiang","Fuqiang,fu qiang,富强",49.1923,119.76628,"P","PPL",FALSE,TRUE,2,5,0,3,"Chinese"
8444453,"Fumatai","fumatai","Fumatai,fu ma tai,驸马台",49.22367,120.2552,"P","PPL",FALSE,FALSE,4,6,0,2,"Chinese"
8444454,"Xie’ertala Yidui","xie'ertala yidui","Xie'ertala Yidui,Xie’ertala Yidui,xie er ta la yi dui,谢尔塔拉一队",49.26467,120.1181,"P","PPLF",FALSE,TRUE,10,12,2,4,"Chinese"
8444455,"Tuanjie","tuanjie","Tuanjie,tuan jie,团结",49.24211,120.04462,"P","PPL",FALSE,TRUE,4,6,1,3,"Chinese"
8444456,"Guangming Sandui Nongyedian","guangming sandui nongyedian","Guangming Sandui Nongyedian,guang ming san dui nong ye dian,光明三队农业点",49.21806,119.91675,"P","PPL",FALSE,TRUE,21,24,3,6,"Chinese"
8444457,"Shipigechang Qianniaodian","shipigechang qianniaodian","Shipigechang Qianniaodian,shi pi ge chang qing nian dian,市皮革厂青年点",49.47985,119.9785,"P","PPL",FALSE,TRUE,14,22,1,9,"Chinese"
8444458,"Shiwuziju Qianniaodian","shiwuziju qianniaodian","Shiwuziju Qianniaodian,shi wu zi ju qing nian dian,市物资局青年点",49.19292,120.22635,"P","PPL",FALSE,TRUE,12,20,0,8,"Chinese"
8444459,"Jinxingdui Nongyedian","jinxingdui nongyedian","Jinxingdui Nongyedian,jin xing dui nong ye dian,金星队农业点",49.19574,119.86313,"P","PPL",FALSE,TRUE,13,20,3,10,"Chinese"
8444460,"Heping","heping","Heping,he ping,和平",49.19004,119.77178,"P","PPL",FALSE,TRUE,4,4,1,1,"Tie"
8444461,"Xie’ertala Sandui","xie'ertala sandui","Xie'ertala Sandui,Xie’ertala Sandui,xie er ta la san dui,谢尔塔垃三队",49.2804,120.04986,"P","PPLF",FALSE,TRUE,12,13,2,3,"Chinese"
8444462,"Xie’ertala Erdui","xie'ertala erdui","Xie'ertala Erdui,Xie’ertala Erdui,xie er ta la er dui,谢尔塔拉二队",49.24725,120.11866,"P","PPLF",FALSE,TRUE,11,12,2,3,"Chinese"
8444463,"Shiheping Wudui","shiheping wudui","Shiheping Wudui,shi he ping wu dui,市和平五队",49.1482,119.88716,"P","PPLF",FALSE,TRUE,10,12,2,4,"Chinese"
8444464,"Lianhe","lianhe","Lianhe,lian he,联合",49.25115,119.95151,"P","PPL",FALSE,FALSE,5,4,1,0,"Mongolian"
8444465,"Heishui Gouzi","heishui gouzi","Heishui Gouzi,hei shui gou zi,黑水沟子",49.20115,120.35158,"P","PPL",FALSE,TRUE,9,10,2,3,"Chinese"
8444466,"Sanhao","sanhao","Sanhao,san hao,三号",49.23031,120.19581,"P","PPL",FALSE,FALSE,4,4,0,0,"Tie"
8444467,"Dachuankou","dachuankou","Dachuankou,da chuan kou,大船口",49.23297,120.39677,"P","PPL",FALSE,FALSE,7,8,0,1,"Chinese"
8444468,"Sunjiatun","sunjiatun","Sunjiatun,sun jia tun,孙家屯",49.22436,119.98064,"P","PPL",FALSE,FALSE,7,8,0,1,"Chinese"
8444469,"Yilingjiudui Qingniandian","yilingjiudui qingniandian","Yilingjiudui Qingniandian,yiO jiu dui qing nian dian,一Ｏ九队青年点",49.16941,120.2442,"P","PPL",FALSE,TRUE,14,21,2,9,"Chinese"
8444470,"Tielu Qianniaodian","tielu qianniaodian","Tielu Qianniaodian,tie lu qing nian dian,铁路青年点",49.31923,120.33431,"P","PPL",FALSE,TRUE,13,15,2,4,"Chinese"
8444471,"Menggutun","menggutun","Menggutun,meng gu tun,蒙古屯",49.26601,119.87983,"P","PPL",FALSE,TRUE,7,7,1,1,"Tie"
8444472,"Huzhu","huzhu","Huzhu,hu zhu,互助",49.25846,119.90604,"P","PPL",FALSE,TRUE,3,3,0,0,"Tie"
8444473,"Youyi Sandui Nongyedian","youyi sandui nongyedian","Youyi Sandui Nongyedian,you yi san dui nong ye dian,友谊三队农业点",49.13428,119.81743,"P","PPL",FALSE,TRUE,19,20,3,4,"Chinese"
8444474,"Donghaila’er","donghaila'er","Donghaila'er,Donghaila’er,dong hai la er,东海拉尔",49.25181,119.81962,"P","PPL",FALSE,FALSE,8,7,1,0,"Mongolian"
8444475,"Heping Nongyedian","heping nongyedian","Heping Nongyedian,he ping nong ye dian,和平农业点",49.18191,119.82537,"P","PPL",FALSE,TRUE,12,14,2,4,"Chinese"
8444476,"Shengli Nongyedian","shengli nongyedian","Shengli Nongyedian,sheng li nong ye dian,胜利农业点",49.17691,119.88604,"P","PPL",FALSE,TRUE,13,16,1,4,"Chinese"
8444477,"Youhao","youhao","Youhao,you hao,友好",49.17125,119.77682,"P","PPL",FALSE,FALSE,3,4,0,1,"Chinese"
8444478,"Erhao","erhao","Erhao,er hao,二号",49.19543,120.11094,"P","PPL",FALSE,FALSE,4,3,1,0,"Mongolian"
8444479,"Shiliuhao","shiliuhao","Shiliuhao,shi liu hao,十六号",49.18038,120.30907,"P","PPL",FALSE,FALSE,6,7,0,1,"Chinese"
8444480,"Guangming","guangming","Guangming,guang ming,光明",49.25879,119.81131,"P","PPL",FALSE,TRUE,5,7,0,2,"Chinese"
8444481,"Youyi Erdui Nongyedian","youyi erdui nongyedian","Youyi Erdui Nongyedian,you yi er dui nong ye dian,友谊二队农业点",49.12973,119.84191,"P","PPL",FALSE,TRUE,18,19,3,4,"Chinese"
8444482,"Haila’er Dianchang Qingniandian","haila'er dianchang qingniandian","Haila'er Dianchang Qingniandian,Haila’er Dianchang Qingniandian,hai la er dian chang qing nian dian,海拉尔电厂青年点",49.2966,119.78763,"P","PPL",FALSE,TRUE,21,22,2,3,"Chinese"
8444483,"Hezuo","hezuo","Hezuo,he zuo,合作",49.26069,119.84383,"P","PPL",FALSE,TRUE,1,3,1,3,"Chinese"
8444484,"Fendou","fendou","Fendou,Fendou Xiang,fen dou,fen dou xiang,奋斗,奋斗乡",49.19728,119.76913,"P","PPLA4",FALSE,FALSE,4,4,1,1,"Tie"
8444485,"Hake","hake","Hake,Hake Xiang,ha ke,ha ke xiang,哈克,哈克乡",49.18676,120.06977,"P","PPLA4",FALSE,FALSE,3,3,1,1,"Tie"
8444486,"Xie’ertala","xie'ertala","Xie'ertala,Xie'ertala Zhen,Xie’ertala,Xie’ertala Zhen,xie er ta la,xie er ta la zhen,谢尔塔拉,谢尔塔拉镇",49.30142,119.90862,"P","PPLA4",FALSE,FALSE,5,6,1,2,"Chinese"
8444487,"Jianshe","jianshe","Jianshe,Jianshe Xiang,jian she,jian she xiang,建设,建设乡",49.25529,119.77385,"P","PPLA4",FALSE,FALSE,6,6,1,1,"Tie"
8444488,"Qianbaoshan","qianbaoshan","Qianbaoshan,qian bao shan,前宝山",48.57983,124.11329,"P","PPL",FALSE,FALSE,7,9,0,2,"Chinese"
8444489,"Wangjia Dagou","wangjia dagou","Wangjia Dagou,wang jia da gou,王家大沟",48.54738,124.10084,"P","PPL",FALSE,TRUE,8,12,0,4,"Chinese"
8444490,"Dongbeigou","dongbeigou","Dongbeigou,dong bei gou,东北沟",48.59128,124.33322,"P","PPL",FALSE,TRUE,5,8,1,4,"Chinese"
8444491,"Beishichang","beishichang","Beishichang,bei shi chang,北石场",48.6083,124.4816,"P","PPL",FALSE,FALSE,9,9,1,1,"Tie"
8444492,"Qijiazi","qijiazi","Qijiazi,qi jia zi,七家子",48.54963,124.48481,"P","PPL",FALSE,TRUE,2,7,0,5,"Chinese"
8444493,"Xisanhetun","xisanhetun","Xisanhetun,xi san he tun,西三合屯",48.36028,124.32051,"P","PPL",FALSE,FALSE,8,9,1,2,"Chinese"
8444494,"Xiwulan","xiwulan","Xiwulan,xi wu lan,西乌兰",48.33518,124.33531,"P","PPL",FALSE,FALSE,4,6,0,2,"Chinese"
8444495,"Sanjiangkou","sanjiangkou","Sanjiangkou,san jiang kou,三江口",48.25194,124.55813,"P","PPL",FALSE,FALSE,8,10,0,2,"Chinese"
8444496,"Temo Huzhu Sandui","temo huzhu sandui","Temo Huzhu Sandui,te mo hu zhu san dui,特莫呼珠三队",48.99445,124.59103,"P","PPLF",FALSE,TRUE,17,15,4,2,"Mongolian"
8444497,"Yebiqi Erdui","yebiqi erdui","Yebiqi Erdui,ye bi qi er dui,也必奇二队",48.91882,124.52478,"P","PPLF",FALSE,TRUE,6,10,2,6,"Chinese"
8444498,"Yaoxilajin","yaoxilajin","Yaoxilajin,yao xi la jin,腰西拉金",48.37944,124.5017,"P","PPL",FALSE,TRUE,4,11,0,7,"Chinese"
8444499,"Donghan Wudui Caodian","donghan wudui caodian","Donghan Wudui Caodian,dong han wu dui cao dian,东韩五队草甸",48.29574,124.5584,"P","PPL",FALSE,TRUE,14,18,2,6,"Chinese"
8444500,"Damen Zhuang","damen zhuang","Damen Zhuang,da men zhuang,大门庄",48.99099,124.30561,"P","PPL",FALSE,FALSE,11,11,1,1,"Tie"
8444501,"Shengliang","shengliang","Shengliang,sheng liang,盛粮",48.93859,124.32887,"P","PPL",FALSE,FALSE,8,8,1,1,"Tie"
8444502,"Duke Ta’er","duke ta'er","Duke Ta'er,Duke Ta’er,du ke ta er,杜克塔尔",48.86169,123.80721,"P","PPL",FALSE,FALSE,6,6,2,2,"Tie"
8444503,"Qingbei","qingbei","Qingbei,qing bei,青背",48.89655,124.12294,"P","PPL",FALSE,TRUE,3,5,1,3,"Chinese"
8444504,"Gushanzi","gushanzi","Gushanzi,gu shan zi,孤山子",48.8402,124.20802,"P","PPL",FALSE,TRUE,4,6,0,2,"Chinese"
8444505,"Erlongshan","erlongshan","Erlongshan,er long shan,二龙山",48.82251,124.09885,"P","PPL",FALSE,FALSE,9,8,1,0,"Mongolian"
8444526,"Dalongtou","dalongtou","Dalongtou,da long tou,大龙头",48.81906,124.1233,"P","PPL",FALSE,FALSE,7,7,0,0,"Tie"
8444527,"Wo’erhong Wo’erqi","wo'erhong wo'erqi","Wo'erhong Wo'erqi,Wo’erhong Wo’erqi,wo er hong wo er qi,沃尔洪沃尔奇",48.75212,123.85596,"P","PPL",FALSE,TRUE,7,7,2,2,"Tie"
8444528,"Duowen Aile","duowen aile","Duowen Aile,duo wen ai lei,多文爱勒",48.74386,123.92611,"P","PPL",FALSE,TRUE,9,9,2,2,"Tie"
8444529,"Xiaolongtou","xiaolongtou","Xiaolongtou,xiao long tou,小龙头",48.80811,124.09076,"P","PPL",FALSE,FALSE,9,10,0,1,"Chinese"
8444530,"Qianbaolong","qianbaolong","Qianbaolong,qian bao long,前宝龙",48.74371,124.14069,"P","PPL",FALSE,FALSE,7,9,0,2,"Chinese"
8444531,"Jianshanzi","jianshanzi","Jianshanzi,jian shan zi,尖山子",48.65773,123.78284,"P","PPL",FALSE,TRUE,7,9,0,2,"Chinese"
8444532,"Dongyibiqi","dongyibiqi","Dongyibiqi,dong yi bi qi,东伊必奇",48.92159,124.56874,"P","PPL",FALSE,TRUE,4,8,0,4,"Chinese"
8444533,"Mulari Zhuolu","mulari zhuolu","Mulari Zhuolu,mu la ri zhuo lu,木拉日卓鲁",48.99895,123.70104,"P","PPL",TRUE,FALSE,11,10,2,1,"Mongolian"
