"geonameid","hasuntuya_asciiname","hasuntuya_zh","hasuntuya_mn","sarala_asciiname","sarala_zh","sarala_mn","sarala_other","sarala_certainty.012","sarala_pinyin.compliant","sarala_notes","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","mon_sel","mon_grams","chn_sel","class","chn_grams"
8444532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongyibiqi","dongyibiqi","Dongyibiqi,dong yi bi qi,东伊必奇",48.92159,124.56874,"P","PPL",2,"biq;ibi",6,"Chinese","don;gyi;iqi;ngy;ong;yib"
8444533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mulari Zhuolu","mulari zhuolu","Mulari Zhuolu,mu la ri zhuo lu,木拉日卓鲁",48.99895,123.70104,"P","PPL",6,"ari;lar;lu;ri ;ul;ula",7,"Chinese"," zh;huo;i z;mul;olu;uol;zhu"
8444534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wo’erwohong Haila’ersong","wo'erwohong haila'ersong","Wo'erwohong Haila'ersong,Wo’erwohong Haila’ersong,wo er wo hong hai la er song,沃尔沃洪海拉尔松",48.97843,123.76675,"P","PPL",6," ha;e;ers;g h;ng ;oho",11,"Chinese"," h;ail;erw;hai;hon;ila;ong;rso;rwo;son;woh"
8444535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Changqing","changqing","Changqing,chang qing,常青",48.98748,124.03954,"P","PPL",0,"",7,"Chinese","ang;cha;gqi;han;ing;ngq;qin"
8444536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qi’an Hade","qi'an hade","Qi'an Hade,Qi’an Hade,qi an ha de,奇安哈德",48.99255,124.1175,"P","PPL",5," ha;an ;e;had;n h",2,"Mongolian"," h;ade"
8444537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qingsong","qingsong","Qingsong,qing song,青松",48.98984,124.16636,"P","PPL",0,"",6,"Chinese","gso;ing;ngs;ong;qin;son"
8444538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xijiaqikou","xijiaqikou","Xijiaqikou,xi gu qi kou,西贾气口",48.69478,123.891,"P","PPL",1,"qik",9,"Chinese","aqi;iaq;iji;iko;j;jia;kou;xi;xij"
8444539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yumin","yumin","Yumin,yu min,裕民",48.67745,123.94795,"P","PPL",1,"yum",2,"Chinese","min;umi"
8444540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xing’an","xing'an","Xing'an,Xing’an,xing an,兴安",48.6405,124.05221,"P","PPL",0,"",3,"Chinese","ing;xi;xin"
8444541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yongfeng","yongfeng","Yongfeng,yong feng,永丰",48.6558,124.3714,"P","PPL",1,"e",6,"Chinese","eng;fen;gfe;ngf;ong;yon"
8444542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaoyang Sandui","chaoyang sandui","Chaoyang Sandui,chao yang san dui,朝阳三队",48.23498,124.42717,"P","PPLF",6," sa;and;du;g s;ndu;ng ",9,"Chinese","ang;aoy;cha;dui;hao;oya;san;ya;yan"
8444543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingjiaopao","lingjiaopao","Lingjiaopao,ling jiao pao,菱角泡",48.19114,124.43083,"P","PPL",3,"aop;opa;pao",7,"Chinese","gji;iao;ing;j;jia;lin;ngj"
8444544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nankunqian","nankunqian","Nankunqian,nan kun qian,南坤浅",48.18309,124.45284,"P","PPL",3,"kun;nku;unq",5,"Chinese","ank;ian;nan;nqi;qia"
8444545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kayadu Erben","kayadu erben","Kayadu Erben,ka ya dou er ben,喀牙都尔本",48.75336,123.96981,"P","PPL",9," er;aya;ben;du;du ;e;erb;rbe;u e",4,"Mongolian","adu;kay;ya;yad"
8444546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wujiazi","wujiazi","Wujiazi,wu jia zi,五家子",48.54929,124.17367,"P","PPL",0,"",7,"Chinese","az;azi;iaz;j;jia;uji;wuj"
8444547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qianxi Lajin","qianxi lajin","Qianxi Lajin,qian xi la jin,前西拉金",48.35719,124.49634,"P","PPL",1," la",11,"Chinese","aji;anx;i l;ian;j;jin;laj;nxi;qia;xi;xi "
8444548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boketu","boketu","Boketu,bo ke tu,博克图",48.44811,124.35078,"P","PPL",3,"bok;e;ket",3,"Tie","etu;ke;oke"
8444549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yuanjia Weizi","yuanjia weizi","Yuanjia Weizi,yuan jia wai zi,原家崴子",48.44448,124.36958,"P","PPL",1,"e",12,"Chinese"," we;a w;anj;eiz;ia ;izi;j;jia;nji;uan;wei;yua"
8444550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qianxingren","qianxingren","Qianxingren,qian xing ren,前兴仁",48.43663,124.392,"P","PPL",2,"e;gre",9,"Chinese","anx;ian;ing;ngr;nxi;qia;ren;xi;xin"
8444551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yong’antun","yong'antun","Yong'antun,Yong’antun,yong an tun,永安屯",48.42664,124.46758,"P","PPL",2,"ant;tun",3,"Chinese","ntu;ong;yon"
8444552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Babaotun","babaotun","Babaotun,ba bao tun,八宝屯",48.42308,124.42942,"P","PPL",3,"aba;bab;tun",3,"Tie","aot;bao;otu"
8444553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huori Lichuoluo","huori lichuoluo","Huori Lichuoluo,huo ri li chao luo,霍日里绰罗",48.96663,124.34788,"P","PPL",3,"lu;ori;ri ",10,"Chinese"," li;chu;huo;i l;ich;lic;luo;olu;uol;uor"
8444554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinken Xilajin","xinken xilajin","Xinken Xilajin,xin ken xi la jin,新肯西拉金",48.8995,124.34901,"P","PPL",4,"e;en ;ink;ken",12,"Chinese"," xi;aji;ila;j;jin;ke;laj;n x;nke;xi;xil;xin"
8444555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhuoluoni","zhuoluoni","Zhuoluoni,zhuo luo ni,卓洛尼",48.80958,124.35805,"P","PPL",2,"lu;oni",6,"Chinese","huo;luo;olu;uol;uon;zhu"
8444556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baolong","baolong","Baolong,bao long,宝龙",48.75464,124.12862,"P","PPL",1,"olo",4,"Chinese","aol;bao;lon;ong"
8444557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madangqian","madangqian","Madangqian,ma dang qian,马当浅",48.69314,124.07716,"P","PPL",1,"ada",8,"Chinese","ang;dan;gqi;ian;ma;mad;ngq;qia"
8444558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qianyi Woqi","qianyi woqi","Qianyi Woqi,qian yi wo qi,前宜卧奇",48.51627,124.49502,"P","PPL",1,"yi ",8,"Chinese"," wo;any;i w;ian;nyi;oqi;qia;woq"
8444559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shengli","shengli","Shengli,sheng li,胜利",48.31239,124.4984,"P","PPL",1,"e",5,"Chinese","eng;gli;hen;ngl;she"
8444560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bitai","bitai","Bitai,bi tai,毕台",48.41792,124.41282,"P","PPL",1,"bit",2,"Chinese","ita;tai"
8444561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qingfeng","qingfeng","Qingfeng,qing feng,庆丰",48.34597,124.47963,"P","PPL",1,"e",6,"Chinese","eng;fen;gfe;ing;ngf;qin"
8444562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qianxinglong","qianxinglong","Qianxinglong,qian xing long,前兴隆",48.59286,124.20748,"P","PPL",0,"",11,"Chinese","anx;glo;ian;ing;lon;ngl;nxi;ong;qia;xi;xin"
8444563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Honglin","honglin","Honglin,hong lin,红林",49.75894,124.97323,"P","PPL",0,"",5,"Chinese","gli;hon;lin;ngl;ong"
8444564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinanyang","xinanyang","Xinanyang,xi nan yang,西南阳",49.74977,124.98944,"P","PPL",0,"",9,"Chinese","ang;any;ina;nan;nya;xi;xin;ya;yan"
8444565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guomeng Gudian","guomeng gudian","Guomeng Gudian,guo meng gu dian,郭蒙古点",49.70975,125.16579,"P","PPL",4," gu;e;g g;ng ",9,"Chinese","dia;eng;gud;guo;ian;men;ome;udi;uom"
8444566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinbei Xingnan","xinbei xingnan","Xinbei Xingnan,xin bei xing nan,新北兴南",49.62143,124.515,"P","PPL",2,"e;ei ",11,"Chinese"," xi;bei;gna;i x;inb;ing;nan;nbe;ngn;xi;xin"
8444567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinsheng","xinsheng","Xinsheng,xin sheng,新胜",49.61329,124.59713,"P","PPL",2,"e;ins",6,"Chinese","eng;hen;nsh;she;xi;xin"
8444568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaohe","kaohe","Kaohe,kao he,靠河",49.582,124.58168,"P","PPL",2,"e;kao",2,"Tie","aoh;ohe"
8444569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yangmushan Sidui","yangmushan sidui","Yangmushan Sidui,yang mu shan si dui,杨木山四队",49.59384,124.95685,"P","PPLF",4,"an ;du;mus;n s",12,"Chinese"," si;ang;dui;gmu;han;idu;ngm;sha;sid;ush;ya;yan"
8444570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yangmushan Wudui","yangmushan wudui","Yangmushan Wudui,yang mu shan wu dui,杨木山五队",49.57221,124.96256,"P","PPLF",4,"an ;du;mus;udu",12,"Chinese"," wu;ang;dui;gmu;han;n w;ngm;sha;ush;wud;ya;yan"
8444571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liangtiansi Wudui","liangtiansi wudui","Liangtiansi Wudui,liang tian si wu dui,良田四五队",49.43907,125.0353,"P","PPLF",3,"du;si ;udu",12,"Chinese"," wu;ang;ans;dui;gti;i w;ian;lia;ngt;nsi;tia;wud"
8444572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habuqi Sandui Diyingzi","habuqi sandui diyingzi","Habuqi Sandui Diyingzi,ha bu qi san dui de ying zi,哈布奇三队地营子",49.44973,125.21062,"P","PPL",11," sa;and;buq;diy;du;hab;i d;i s;ndu;qi ;ui ",10,"Mongolian"," di;abu;dui;gzi;ing;iyi;ngz;san;uqi;yin"
8444573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chuoluoti Zhade","chuoluoti zhade","Chuoluoti Zhade,chao luo ti zha de,绰罗提扎德",49.43326,124.98185,"P","PPL",5,"e;had;lu;oti;ti ",10,"Chinese"," zh;ade;chu;huo;i z;luo;olu;uol;uot;zha"
8444574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laoshantou","laoshantou","Laoshantou,lao shan tou,老山头",49.28269,124.65008,"P","PPL",2,"ant;nto",6,"Chinese","aos;han;lao;osh;sha;tou"
8444575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nanxingnong","nanxingnong","Nanxingnong,nan xing nong,南兴农",49.34555,124.67058,"P","PPL",1,"gno",9,"Chinese","anx;ing;nan;ngn;non;nxi;ong;xi;xin"
8444576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yisi Kangou","yisi kangou","Yisi Kangou,yi si kan gou,宜斯坎沟",49.21738,124.6468,"P","PPL",2,"i k;si ",7,"Chinese"," ka;ang;gou;isi;kan;ngo;yis"
8444577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dajia","dajia","Dajia,da jia,达家",49.23461,124.73568,"P","PPL",0,"",4,"Chinese","aji;daj;j;jia"
8444578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuanjie","tuanjie","Tuanjie,tuan jie,团结",49.70741,125.20761,"P","PPL",1,"e",6,"Chinese","anj;j;jie;nji;tua;uan"
8444579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nanyang","nanyang","Nanyang,nan yang,南阳",49.75416,125.00323,"P","PPL",0,"",6,"Chinese","ang;any;nan;nya;ya;yan"
8444580,"Beixing","y","n","Beixing","y","n","",2,"y","","Beixing","beixing","Beixing,bei xing,北兴",49.63044,124.52469,"P","PPL",1,"e",6,"Chinese","bei;eix;ing;ixi;xi;xin"
8444581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shitougou","shitougou","Shitougou,shi tou gou,石头沟",49.4086,124.92804,"P","PPL",0,"",7,"Chinese","gou;hit;ito;oug;shi;tou;ugo"
8444582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shuangsheng","shuangsheng","Shuangsheng,shuang sheng,双胜",49.41851,125.03381,"P","PPL",1,"e",9,"Chinese","ang;eng;gsh;hen;hua;ngs;she;shu;uan"
8444583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kabuchu","kabuchu","Kabuchu,ka bu chu,卡布楚",49.12792,124.51219,"P","PPL",0,"",4,"Chinese","abu;buc;chu;uch"
8444584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zharu Mutai","zharu mutai","Zharu Mutai,zha ru mu tai,扎如木台",49.53893,124.53501,"P","PPL",7," mu;aru;har;mut;ru ;u m;uta",2,"Mongolian","tai;zha"
8444585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaoheishan","xiaoheishan","Xiaoheishan,xiao hei shan,小黑山",49.42609,125.06536,"P","PPL",1,"e",10,"Chinese","aoh;eis;han;hei;iao;ish;ohe;sha;xi;xia"
8444586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinsheng","xinsheng","Xinsheng,xin sheng,新胜",49.33491,124.98382,"P","PPL",2,"e;ins",6,"Chinese","eng;hen;nsh;she;xi;xin"
8444587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongsheng","dongsheng","Dongsheng,dong sheng,东升",49.27736,125.15957,"P","PPL",1,"e",7,"Chinese","don;eng;gsh;hen;ngs;ong;she"
8444588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Litun","litun","Litun,li tun,李屯",49.21227,125.06445,"P","PPL",1,"tun",2,"Chinese","itu;lit"
8444589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baka Hali","baka hali","Baka Hali,ba ka ha li,巴卡哈里",49.01116,124.63925,"P","PPL",5," ha;a h;aka;hal;ka ",3,"Mongolian"," h;ali;bak"
8444590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habuqi","habuqi","Habuqi,ha bu qi,哈布奇",49.4218,125.23931,"P","PPL",2,"buq;hab",2,"Tie","abu;uqi"
8444591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shuanghe","shuanghe","Shuanghe,shuang he,双河",49.23823,125.15788,"P","PPL",1,"e",6,"Chinese","ang;ghe;hua;ngh;shu;uan"
8444592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinduojin","xinduojin","Xinduojin,xin duo jin,新多金",49.60886,125.1305,"P","PPL",2,"du;ndu",8,"Chinese","duo;ind;j;jin;oji;uoj;xi;xin"
8444593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Da’erbin","da'erbin","Da'erbin,Da’erbin,da er bin,达尔滨",49.57448,124.66603,"P","PPL",3,"e;erb;rbi",1,"Mongolian","bin"
8444594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tala","tala","Tala,ta la,塔拉",49.52057,124.67472,"P","PPL",2,"ala;tal",0,"Mongolian",""
8444595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qianhaijiang","qianhaijiang","Qianhaijiang,qian hai jiang,前海江",49.58436,124.41857,"P","PPL",1,"nha",9,"Chinese","aij;ang;anh;hai;ian;iji;j;jia;qia"
8444596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xingnan","xingnan","Xingnan,xing nan,兴南",49.49949,124.36765,"P","PPL",0,"",6,"Chinese","gna;ing;nan;ngn;xi;xin"
8444597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beitun","beitun","Beitun,bei tun,北屯",49.48602,124.32425,"P","PPL",2,"e;tun",3,"Chinese","bei;eit;itu"
8444598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xing’an","xing'an","Xing'an,Xing’an,xing an,兴安",49.5155,124.38388,"P","PPL",0,"",3,"Chinese","ing;xi;xin"
8444599,"Antege","n","y","Antege","n","y","y",1,"y","either Mongolian or something else","Antege","antege","Antege,an te ge,安特格",49.00977,123.7451,"P","PPL",6,"ant;e;ege;nte;te;teg",0,"Mongolian",""
8444600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beifang","beifang","Beifang,bei fang,北方",49.63721,124.42584,"P","PPL",1,"e",5,"Chinese","ang;bei;eif;fan;ifa"
8444601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaoyangpo","chaoyangpo","Chaoyangpo,chao yang po,朝阳坡",49.62991,124.47528,"P","PPL",0,"",9,"Chinese","ang;aoy;cha;gpo;hao;ngp;oya;ya;yan"
8444602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heli","heli","Heli,he li,合力",49.56983,124.39235,"P","PPL",2,"e;eli",1,"Mongolian","hel"
8444603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ganleng","ganleng","Ganleng,gan leng,甘楞",49.27302,123.96848,"P","PPL",3,"e;gan;len",3,"Tie","anl;eng;nle"
8444604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yongfeng","yongfeng","Yongfeng,yong feng,永丰",49.32001,124.23433,"P","PPL",1,"e",6,"Chinese","eng;fen;gfe;ngf;ong;yon"
8444605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deri Sike","deri sike","Deri Sike,de ri si ke,德日斯克",49.24634,124.14804,"P","PPL",7,"der;e;eri;i s;ike;ri ;sik",2,"Mongolian"," si;ke"
8444606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhaluomei","zhaluomei","Zhaluomei,zha luo mei,扎罗梅",49.20199,124.42786,"P","PPL",3,"e;hal;lu",6,"Chinese","alu;luo;mei;ome;uom;zha"
8444607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wanshanzhuang","wanshanzhuang","Wanshanzhuang,wan shan zhuang,万山庄",49.09845,124.31427,"P","PPL",0,"",11,"Chinese","ang;ans;anz;han;hua;nsh;nzh;sha;uan;wan;zhu"
8444608,"Bage Dawa","n","y","Bage Dawa","n","y","",2,"y","","Bage Dawa","bage dawa","Bage Dawa,ba ge da wa,巴格达瓦",49.03242,123.87121,"P","PPL",5," da;bag;e;e d;ge ",3,"Mongolian","age;awa;daw"
8444609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chuwanshan","chuwanshan","Chuwanshan,chu wan shan,楚万山",49.03975,123.97439,"P","PPL",0,"",8,"Chinese","ans;chu;han;huw;nsh;sha;uwa;wan"
8444610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wudu Hailasong","wudu hailasong","Wudu Hailasong,wu dou hai la song,吾都海拉松",49.01397,123.75249,"P","PPL",6," ha;du;du ;las;u h;udu",8,"Chinese"," h;ail;aso;hai;ila;ong;son;wud"
8444611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guoni Wudui","guoni wudui","Guoni Wudui,guo ni wu dui,郭尼五队",48.76562,124.51286,"P","PPLF",4,"du;ni ;oni;udu",6,"Chinese"," wu;dui;guo;i w;uon;wud"
8444612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanjiazi","sanjiazi","Sanjiazi,san jia zi,三家子",48.64547,124.58552,"P","PPL",0,"",8,"Chinese","anj;az;azi;iaz;j;jia;nji;san"
8444613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinnong","xinnong","Xinnong,xin nong,新农",48.85782,124.0638,"P","PPL",2,"inn;nno",4,"Chinese","non;ong;xi;xin"
8444614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bo’erke","bo'erke","Bo'erke,Bo’erke,bo er ke,伯尔科",48.78917,123.95458,"P","PPL",3,"e;erk;rke",1,"Mongolian","ke"
8444615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yinhali","yinhali","Yinhali,yin ha li,音哈力",48.78661,124.47229,"P","PPL",3,"hal;inh;nha",2,"Mongolian","ali;yin"
8444616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fulu Houtun","fulu houtun","Fulu Houtun,fu lu hou tun,福禄后屯",48.76151,124.36813,"P","PPL",8," ho;lu;lu ;tun;u h;ul;ulu;utu",4,"Mongolian"," h;ful;hou;out"
8444617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fulu Dongtun","fulu dongtun","Fulu Dongtun,fu lu dong tun,福禄东屯",48.75066,124.40299,"P","PPL",7," do;lu;lu ;tun;u d;ul;ulu",5,"Mongolian","don;ful;gtu;ngt;ong"
8444618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongtaipingchuan","dongtaipingchuan","Dongtaipingchuan,dong tai ping chuan,东太平川",48.62364,123.85044,"P","PPL",0,"",14,"Chinese","aip;chu;don;gch;gta;hua;ing;ipi;ngc;ngt;ong;pin;tai;uan"
8444619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nanxiaoquan","nanxiaoquan","Nanxiaoquan,nan xiao quan,南小泉",48.57603,124.01676,"P","PPL",0,"",11,"Chinese","anx;aoq;iao;nan;nxi;oqu;qu;qua;uan;xi;xia"
8444620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaodu Erben","xiaodu erben","Xiaodu Erben,xiao dou er ben,小都尔本",48.30742,124.36745,"P","PPL",8," er;ben;du;du ;e;erb;rbe;u e",5,"Mongolian","aod;iao;odu;xi;xia"
8444621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shunsiti","shunsiti","Shunsiti,shun si ti,顺斯提",48.93468,124.13909,"P","PPL",2,"hun;iti",4,"Chinese","nsi;shu;sit;uns"
8444622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duishantun","duishantun","Duishantun,dui shan tun,对山屯",48.71156,123.75801,"P","PPL",3,"ant;du;tun",6,"Chinese","dui;han;ish;ntu;sha;uis"
8444623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heishannan","heishannan","Heishannan,hei shan nan,黑山南",48.95395,123.96627,"P","PPL",2,"ann;e",7,"Chinese","eis;han;hei;ish;nan;nna;sha"
8444624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Changrong","changrong","Changrong,zhang rong,长荣",48.96228,124.07172,"P","PPL",1,"gro",6,"Chinese","ang;cha;han;ngr;ong;ron"
8444625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hougouzi","hougouzi","Hougouzi,hou gou zi,后沟子",48.91727,124.05836,"P","PPL",0,"",6,"Chinese","gou;hou;oug;ouz;ugo;uzi"
8444626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qiantaipingqiao","qiantaipingqiao","Qiantaipingqiao,qian tai ping qiao,前太平桥",48.66269,123.84646,"P","PPL",2,"ant;nta",10,"Chinese","aip;gqi;ian;iao;ing;ipi;ngq;pin;qia;tai"
8444627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Longxing","longxing","Longxing,long xing,龙兴",48.36877,124.42683,"P","PPL",0,"",7,"Chinese","gxi;ing;lon;ngx;ong;xi;xin"
8444628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laodongdian","laodongdian","Laodongdian,lao dong dian,老董点",49.80668,125.19331,"P","PPL",1,"odo",8,"Chinese","aod;dia;don;gdi;ian;lao;ngd;ong"
8444629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaojiucaigou","xiaojiucaigou","Xiaojiucaigou,xiao jiu cai gou,小韭菜沟",49.67962,125.20685,"P","PPL",0,"",13,"Chinese","aig;aoj;cai;gou;iao;igo;iuc;j;jiu;oji;uca;xi;xia"
8444630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hongsheng Yizu","hongsheng yizu","Hongsheng Yizu,hong sheng yi zu,红升一组",49.57278,124.90482,"P","PPL",3,"e;g y;ng ",10,"Chinese"," yi;eng;gsh;hen;hon;izu;ngs;ong;she;yiz"
8444631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houyiwoqi","houyiwoqi","Houyiwoqi,hou yi wo qi,后宜卧奇",48.5318,124.47914,"P","PPL",0,"",7,"Chinese","hou;iwo;oqi;ouy;uyi;woq;yiw"
8444632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houxingnong","houxingnong","Houxingnong,hou xing nong,后兴农",48.4013,124.43511,"P","PPL",1,"gno",9,"Chinese","hou;ing;ngn;non;ong;oux;uxi;xi;xin"
8444633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taipinggang","taipinggang","Taipinggang,tai ping gang,太平岗",48.72616,123.73111,"P","PPL",1,"gan",8,"Chinese","aip;ang;gga;ing;ipi;ngg;pin;tai"
8444634,"Chaoyang","y","y","Chaoyang","y","n","",1,"y","","Chaoyang","chaoyang","Chaoyang,chao yang,朝阳",48.23806,124.44898,"P","PPL",0,"",7,"Chinese","ang;aoy;cha;hao;oya;ya;yan"
8444635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hongsheng Sanzu","hongsheng sanzu","Hongsheng Sanzu,hong sheng san zu,红升三组",49.59075,124.86415,"P","PPL",4," sa;e;g s;ng ",10,"Chinese","anz;eng;gsh;hen;hon;ngs;nzu;ong;san;she"
8444636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xichala Baqi","xichala baqi","Xichala Baqi,xi cha la ba qi,西叉拉巴奇",49.34109,124.86494,"P","PPL",6," ba;a b;ala;baq;hal;la ",5,"Mongolian","aqi;cha;ich;xi;xic"
8444637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Longquan","longquan","Longquan,long quan,龙泉",49.44595,124.60781,"P","PPL",0,"",7,"Chinese","gqu;lon;ngq;ong;qu;qua;uan"
8444638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gushan","gushan","Gushan,gu shan,古山",48.84888,124.23709,"P","PPL",0,"",4,"Chinese","gus;han;sha;ush"
8444639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ganqian","ganqian","Ganqian,gan qian,甘浅",48.80378,123.90466,"P","PPL",1,"gan",4,"Chinese","anq;ian;nqi;qia"
8444640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houwo Erqi","houwo erqi","Houwo Erqi,hou wo er qi,后沃尔奇",48.77411,123.90156,"P","PPL",5," er;e;erq;o e;rqi",4,"Mongolian","hou;ouw;uwo;wo "
8444641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houxinfa","houxinfa","Houxinfa,hou xin fa,后新发",48.60459,124.25945,"P","PPL",0,"",7,"Chinese","hou;inf;nfa;oux;uxi;xi;xin"
